k,n_bldg,peak_kw,annual_kwh,designed_kva,kva_imputed,overload_hours,utilisation,assigned_dwellings,archetype_to_assignment_ratio,audit_count_reconciliation,audit_extreme_utilisation,audit_large_catchment,requires_asset_audit
RH***034X,30,22.12020593881607,121923.03897452352,50.0,False,0,0.4424041187763214,34,0.8823529411764706,False,False,False,False
RH***083,65,70.70362067222595,280431.13526136626,200.0,False,0,0.35351810336112977,71,0.9154929577464789,False,False,False,False
RH***301Z,34,41.88799977302551,122696.48072213132,400.0,False,0,0.10471999943256378,52,0.6538461538461539,True,False,False,False
RH***371Y,38,31.756487250328064,147213.14060979465,200.0,False,0,0.15878243625164032,44,0.8636363636363636,False,False,False,False
RH***445X,3,2.613861382007599,10467.436587089749,200.0,False,0,0.013069306910037994,3,1.0,False,False,False,False
RH***487,63,52.82022798061371,300174.6766865817,400.0,False,0,0.13205056995153427,68,0.9264705882352942,False,False,False,False
RH***637Y,48,45.95912939310074,199293.33886700118,400.0,False,0,0.11489782348275185,51,0.9411764705882353,False,False,False,False
RH***652Y,58,71.45599961280823,241470.27064349558,400.0,False,0,0.17863999903202057,60,0.9666666666666667,False,False,False,False
RH***688,34,30.048017144203186,153404.7089497481,200.0,False,0,0.15024008572101594,36,0.9444444444444444,False,False,False,False
RH***976Y,27,33.263999819755554,116488.31832133129,400.0,False,0,0.08315999954938888,40,0.675,True,False,False,False
RI***001,180,216.99302273988724,823080.9731844575,400.0,False,0,0.5424825568497181,189,0.9523809523809523,False,False,False,False
RI***002,23,28.335999846458435,105433.13302280189,100.0,False,0,0.2833599984645844,25,0.92,False,False,False,False
RI***005Z,48,59.13599967956543,199382.42241258523,200.0,False,0,0.29567999839782716,48,1.0,False,False,False,False
RI***006,54,58.55183553695679,210173.97236302088,630.0,False,0,0.092939421487233,59,0.9152542372881356,False,False,False,False
RI***008,89,110.19498521089554,325609.35210008355,400.0,False,0,0.27548746302723887,90,0.9888888888888889,False,False,False,False
RI***009Z,96,131.59550154209137,453230.6785667464,200.0,False,0,0.6579775077104568,113,0.8495575221238938,False,False,False,False
RI***010,9,5.996520578861237,32080.650673593336,200.0,False,0,0.029982602894306182,11,0.8181818181818182,False,False,False,False
RI***014,39,38.31784284114838,148072.93028727593,200.0,False,0,0.19158921420574188,43,0.9069767441860465,False,False,False,False
RI***016X,5,3.91677987575531,18814.894821725575,50.0,False,0,0.0783355975151062,5,1.0,False,False,False,False
RI***017X,66,81.31199955940247,266659.53582550725,200.0,False,0,0.40655999779701235,66,1.0,False,False,False,False
RI***019,8,29.664029855281115,59451.52383189052,200.0,False,0,0.14832014927640558,12,0.6666666666666666,True,False,False,False
RI***021,23,28.236422419548035,87604.99204101421,200.0,False,0,0.14118211209774018,25,0.92,False,False,False,False
RI***021Y,21,16.36112493276596,79289.66499045337,200.0,False,0,0.0818056246638298,23,0.9130434782608695,False,False,False,False
RI***027,10,18.200000524520874,28135.61616425711,200.0,False,0,0.09100000262260437,32,0.3125,True,False,False,False
RI***027Z,11,7.855481386184692,38608.702744900744,200.0,False,0,0.039277406930923464,13,0.8461538461538461,False,False,False,False
RI***030,274,645.6592074036598,1470634.9255886197,1000.0,False,0,0.6456592074036598,315,0.8698412698412699,False,False,False,False
RI***033Y,13,15.966211199760437,43774.62854540212,50.0,False,0,0.31932422399520877,15,0.8666666666666667,False,False,False,False
RI***034,59,72.66310524940491,232805.55928362496,400.0,False,0,0.18165776312351226,58,1.0172413793103448,False,False,False,False
RI***035,46,55.792842507362366,225739.13898753378,200.0,False,0,0.2789642125368118,48,0.9583333333333334,False,False,False,False
RI***039,13,16.015999913215637,37175.73036384151,100.0,False,0,0.16015999913215637,13,1.0,False,False,False,False
RI***039Y,46,57.500501811504364,183941.6192039419,200.0,False,0,0.28750250905752184,44,1.0454545454545454,False,False,False,False
RI***041Z,105,127.5357836484909,364223.7837383979,400.0,False,0,0.31883945912122724,105,1.0,False,False,False,False
RI***046,23,18.219492435455322,88623.95402382329,200.0,False,0,0.09109746217727661,25,0.92,False,False,False,False
RI***046Y,27,49.14000141620636,104763.24501143176,400.0,False,0,0.1228500035405159,43,0.627906976744186,True,False,False,False
RI***048Y,32,38.74388998746872,124694.04259577315,400.0,False,0,0.0968597249686718,35,0.9142857142857143,False,False,False,False
RI***049,36,43.90899986028671,152281.7175878339,100.0,False,0,0.4390899986028671,36,1.0,False,False,False,False
RI***050X,85,154.70000445842743,339545.3457240243,630.0,False,0,0.24555556263242448,109,0.7798165137614679,True,False,False,False
RI***050Z,80,98.55999946594238,334864.0939452945,200.0,False,0,0.4927999973297119,80,1.0,False,False,False,False
RI***051Y,71,90.99999988079071,296552.18563362653,400.0,False,0,0.22749999970197676,73,0.9726027397260274,False,False,False,False
RI***051Z,179,220.52799880504608,758316.8097650559,400.0,False,0,0.5513199970126152,179,1.0,False,False,False,False
RI***052,82,85.34894615411758,371010.9273647803,400.0,False,0,0.21337236538529397,87,0.9425287356321839,False,False,False,False
RI***052X,42,43.90109467506409,158611.87556479964,100.0,False,0,0.4390109467506409,45,0.9333333333333333,False,False,False,False
RI***053,85,155.7966038621962,392014.80121432827,1000.0,False,0,0.1557966038621962,112,0.7589285714285714,True,False,False,False
RI***056Z,37,43.34077966213226,158677.1177942714,100.0,False,0,0.4334077966213226,38,0.9736842105263158,False,False,False,False
RI***058,35,42.13222670555115,123201.05582591546,400.0,False,0,0.10533056676387786,39,0.8974358974358975,False,False,False,False
RI***058X,212,261.1839985847473,869429.2192611609,630.0,False,0,0.41457777553134495,213,0.9953051643192489,False,False,False,False
RI***059Z,110,135.51999926567078,460127.96326967306,400.0,False,0,0.33879999816417694,114,0.9649122807017544,False,False,False,False
RI***060,13,16.015999913215637,59386.154262751406,200.0,False,0,0.08007999956607818,13,1.0,False,False,False,False
RI***062Y,93,114.57599937915802,361599.9972273817,400.0,False,0,0.28643999844789503,94,0.9893617021276596,False,False,False,False
RI***063Y,85,104.71999943256378,342859.6650642849,400.0,False,0,0.26179999858140945,88,0.9659090909090909,False,False,False,False
RI***069X,130,166.72997081279755,516932.520847698,1000.0,False,0,0.16672997081279756,121,1.0743801652892562,False,False,False,False
RI***071,9,22.882472660392523,47963.3472655389,630.0,False,0,0.03632138517522623,13,0.6923076923076923,True,False,False,False
RI***071X,9,11.038211226463318,29907.165877208718,50.0,False,0,0.22076422452926636,10,0.9,False,False,False,False
RI***072,105,148.96755731105804,501692.0994399836,630.0,False,0,0.23645644017628262,95,1.105263157894737,False,False,False,False
RI***073Y,102,124.02581840753555,426073.52725706133,200.0,False,0,0.6201290920376777,111,0.918918918918919,False,False,False,False
RI***074Y,63,77.61599957942963,287788.7286293907,400.0,False,0,0.19403999894857407,70,0.9,False,False,False,False
RI***076Y,47,57.90399968624115,200467.7418683396,400.0,False,0,0.14475999921560287,47,1.0,False,False,False,False
RI***076Z,104,128.1279993057251,440697.0813137125,400.0,False,0,0.32031999826431273,104,1.0,False,False,False,False
RI***077Z,60,202.95335065945983,402990.3208301994,400.0,False,0,0.5073833766486495,82,0.7317073170731707,True,False,False,False
RI***078Z,128,157.6959991455078,318088.89010055515,400.0,False,0,0.3942399978637695,128,1.0,False,False,False,False
RI***080Z,165,330.1733349598944,836660.920627035,200.0,False,781,1.650866674799472,134,1.2313432835820894,True,False,False,False
RI***092Y,64,78.8231052160263,288955.84581934067,200.0,False,0,0.3941155260801315,71,0.9014084507042254,False,False,False,False
RI***095X,49,40.54041200876236,201179.24843102577,200.0,False,0,0.2027020600438118,53,0.9245283018867925,False,False,False,False
RI***097,156,396.1438708603382,816736.4541183326,1000.0,False,0,0.3961438708603382,171,0.9122807017543859,False,False,False,False
RI***098X,81,97.21950381994247,211247.43584750546,400.0,False,0,0.2430487595498562,81,1.0,False,False,False,False
RI***100X,143,171.68955886363983,605989.8148186287,200.0,False,0,0.8584477943181992,143,1.0,False,False,False,False
RI***102,40,33.60114896297455,199289.37218882566,50.0,False,0,0.672022979259491,44,0.9090909090909091,False,False,False,False
RI***109Y,2,2.4639999866485596,6944.477047471355,200.0,True,0,0.012319999933242797,2,1.0,False,False,False,False
RI***109Z,10,9.72260993719101,35795.16879188761,200.0,False,0,0.04861304968595505,10,1.0,False,False,False,False
RI***112Z,59,71.48078745603561,229303.92377684597,200.0,False,0,0.35740393728017805,60,0.9833333333333333,False,False,False,False
RI***117X,152,550.3785621337593,952205.1457835137,1000.0,False,0,0.5503785621337592,186,0.8172043010752689,False,False,False,False
RI***117Y,44,38.413744151592255,197526.2329173474,400.0,False,0,0.09603436037898064,46,0.9565217391304348,False,False,False,False
RI***118Y,118,145.37599921226501,512066.27125458734,400.0,False,0,0.3634399980306625,126,0.9365079365079365,False,False,False,False
RI***129Z,111,136.75199925899506,472478.52899973735,200.0,False,0,0.6837599962949753,111,1.0,False,False,False,False
RI***131Z,57,46.939450442790985,229467.86449057842,200.0,False,0,0.23469725221395493,57,1.0,False,False,False,False
RI***132,20,24.639999866485596,88970.08112131432,200.0,True,0,0.12319999933242798,20,1.0,False,False,False,False
RI***133X,13,9.842381954193115,46569.61236874637,100.0,False,0,0.09842381954193115,16,0.8125,False,False,False,False
RI***136X,175,215.59999883174896,794265.4987451927,200.0,False,763,1.0779999941587448,175,1.0,False,False,False,False
RI***137X,22,60.42353366687894,118622.09428973409,630.0,False,0,0.09591037089980783,51,0.43137254901960786,True,False,False,False
RI***140Y,20,18.025456845760345,73224.68209964717,50.0,False,0,0.3605091369152069,23,0.8695652173913043,False,False,False,False
RI***144X,194,239.00799870491028,840692.3334919761,400.0,False,0,0.5975199967622757,194,1.0,False,False,False,False
RI***146Y,12,8.357045114040375,45288.88014091803,50.0,False,0,0.1671409022808075,12,1.0,False,False,False,False
RI***148Y,111,135.3562526702881,451856.4490674576,200.0,False,0,0.6767812633514404,111,1.0,False,False,False,False
RI***151Y,58,51.710732221603394,231522.21255559727,200.0,False,0,0.258553661108017,61,0.9508196721311475,False,False,False,False
RI***153,41,34.614809930324554,172832.64706067042,400.0,False,0,0.08653702482581138,43,0.9534883720930233,False,False,False,False
RI***154,75,83.21296083927155,328375.23084920866,200.0,False,0,0.4160648041963577,79,0.9493670886075949,False,False,False,False
RI***155X,99,212.0925383940339,504123.82087486447,400.0,False,0,0.5302313459850848,114,0.868421052631579,False,False,False,False
RI***160,147,181.10399901866913,680404.0578005163,400.0,False,0,0.45275999754667284,154,0.9545454545454546,False,False,False,False
RI***162X,61,55.7521390914917,276442.1165874945,50.0,False,1501,1.115042781829834,66,0.9242424242424242,False,False,False,False
RI***165X,60,89.20800113677979,236952.93590849213,400.0,False,0,0.22302000284194945,63,0.9523809523809523,False,False,False,False
RI***168X,80,98.55999946594238,334864.0939452945,200.0,False,0,0.4927999973297119,80,1.0,False,False,False,False
RI***169X,8,29.706472899764776,50924.55923997906,400.0,False,0,0.07426618224941194,30,0.26666666666666666,True,False,False,False
RI***170Y,90,73.8297563791275,410325.821168997,50.0,False,5278,1.47659512758255,97,0.9278350515463918,False,False,False,False
RI***172X,59,84.83502009510994,268552.32495599985,200.0,False,0,0.4241751004755497,55,1.0727272727272728,False,False,False,False
RI***181X,190,234.07999873161316,861213.9387852948,400.0,False,0,0.5851999968290329,190,1.0,False,False,False,False
RI***182X,13,10.043275892734528,56060.52448747959,50.0,False,0,0.20086551785469056,15,0.8666666666666667,False,False,False,False
RI***184,60,73.91999959945679,273762.6759663364,200.0,False,0,0.36959999799728394,65,0.9230769230769231,False,False,False,False
RI***189X,83,85.98698806762695,289807.8765627096,630.0,False,0,0.13648728264702692,90,0.9222222222222223,False,False,False,False
RI***190Z,180,221.75999879837036,728975.5699493901,400.0,False,0,0.5543999969959259,176,1.0227272727272727,False,False,False,False
RI***191,116,142.91199922561646,531788.0182966692,400.0,False,0,0.35727999806404115,125,0.928,False,False,False,False
RI***192,160,194.11126518249512,649862.999939772,400.0,False,0,0.48527816295623777,160,1.0,False,False,False,False
RI***193,130,160.15999913215637,587610.1369871141,400.0,False,0,0.40039999783039093,130,1.0,False,False,False,False
RI***203,9,5.996520578861237,32080.650673593336,50.0,False,0,0.11993041157722473,14,0.6428571428571429,True,False,False,False
RI***204,151,164.43829065561295,645661.0601291338,630.0,False,0,0.2610131597708142,151,1.0,False,False,False,False
RI***207,83,94.91763693094254,331768.0339931012,400.0,False,0,0.23729409232735635,91,0.9120879120879121,False,False,False,False
RI***218X,120,438.75031465291977,755747.7334334321,630.0,False,0,0.6964290708776504,155,0.7741935483870968,True,False,False,False
RI***224X,60,51.42838317155838,258829.01162736272,400.0,False,0,0.12857095792889595,65,0.9230769230769231,False,False,False,False
RI***225Z,25,30.799999833106995,109916.47049796076,400.0,False,0,0.07699999958276749,28,0.8928571428571429,False,False,False,False
RI***229X,33,37.272523045539856,130562.24732489287,100.0,False,0,0.37272523045539857,35,0.9428571428571428,False,False,False,False
RI***238X,120,127.98692429065704,477133.6864043817,400.0,False,0,0.3199673107266426,107,1.1214953271028036,False,False,False,False
RI***239Z,61,69.99289959669113,212415.60203758843,400.0,False,0,0.17498224899172782,63,0.9682539682539683,False,False,False,False
RI***245X,12,13.2683225274086,41713.99650511411,50.0,False,0,0.265366450548172,13,0.9230769230769231,False,False,False,False
RI***248X,127,114.20634061098099,536463.1948793677,200.0,False,0,0.5710317030549049,134,0.9477611940298507,False,False,False,False
RI***256X,15,18.479999899864197,38403.18102481073,630.0,False,0,0.029333333174387615,15,1.0,False,False,False,False
RI***259,22,30.81775000691414,98624.97792632882,50.0,False,0,0.6163550001382828,23,0.9565217391304348,False,False,False,False
RI***263Z,76,175.94766061380506,377212.3095153912,1000.0,False,0,0.17594766061380507,94,0.8085106382978723,False,False,False,False
RI***266,152,187.26399898529053,646947.5170592603,630.0,False,0,0.2972444428337945,162,0.9382716049382716,False,False,False,False
RI***267Z,37,147.93499904870987,269357.50246093574,200.0,False,0,0.7396749952435493,52,0.7115384615384616,True,False,False,False
RI***268X,107,329.85198233276606,619197.153700453,1000.0,False,0,0.3298519823327661,132,0.8106060606060606,False,False,False,False
RI***277X,19,81.19294648617506,131621.4374362516,1000.0,False,0,0.08119294648617506,23,0.8260869565217391,False,False,False,False
RI***284Y,121,145.78379899263382,426064.78641044867,400.0,False,0,0.36445949748158457,121,1.0,False,False,False,False
RI***293X,158,194.6559989452362,637709.8401842973,400.0,False,0,0.4866399973630905,163,0.9693251533742331,False,False,False,False
RI***294Y,164,236.73004848510027,831623.5450249577,200.0,False,954,1.1836502424255013,137,1.197080291970803,False,False,False,False
RI***296Y,50,63.95199990272522,205923.01409543812,200.0,False,0,0.3197599995136261,49,1.0204081632653061,False,False,False,False
RI***300X,148,179.41660618782043,564092.3223819465,50.0,False,4384,3.5883321237564085,159,0.9308176100628931,False,False,False,False
RI***305Y,10,6.623481392860413,35395.932636235884,50.0,False,0,0.13246962785720826,14,0.7142857142857143,True,False,False,False
RI***307,2,3.640000104904175,5410.335455294815,200.0,True,0,0.018200000524520876,1,2.0,True,False,False,False
RI***308X,51,41.79433363676071,207808.86226705526,400.0,False,0,0.10448583409190178,56,0.9107142857142857,False,False,False,False
RI***309Y,83,102.25599944591522,330755.8967643664,400.0,False,0,0.25563999861478803,83,1.0,False,False,False,False
RI***309Z,19,31.052000641822815,54654.677786565,50.0,False,0,0.6210400128364563,24,0.7916666666666666,True,False,False,False
RI***312,159,157.9924216940999,652428.3665056744,100.0,False,2887,1.579924216940999,149,1.0671140939597314,False,False,False,False
RI***316Z,46,121.24001582711935,289063.95648584096,630.0,False,0,0.19244446956685612,42,1.0952380952380953,False,False,False,False
RI***322Y,46,56.066960513591766,174707.82796357194,400.0,False,0,0.14016740128397942,54,0.8518518518518519,False,False,False,False
RI***327X,127,117.98736220598221,512959.41509554174,400.0,False,0,0.2949684055149555,133,0.9548872180451128,False,False,False,False
RI***328Z,168,311.9174775183201,761302.382556481,630.0,False,0,0.4951071071719366,127,1.3228346456692914,True,False,False,False
RI***331,50,60.99587970972061,188188.47982901853,400.0,False,0,0.15248969927430153,55,0.9090909090909091,False,False,False,False
RI***332X,63,70.94384521245956,241075.36237257734,50.0,False,1974,1.4188769042491913,71,0.8873239436619719,False,False,False,False
RI***337,25,30.799999833106995,77735.69568084284,400.0,False,0,0.07699999958276749,42,0.5952380952380952,True,False,False,False
RI***338X,8,9.806211233139038,26807.099114880504,50.0,False,0,0.19612422466278076,8,1.0,False,False,False,False
RI***340,20,24.639999866485596,78733.48061868353,400.0,False,0,0.06159999966621399,21,0.9523809523809523,False,False,False,False
RI***341,66,79.8423820734024,256552.460567608,400.0,False,0,0.19960595518350602,67,0.9850746268656716,False,False,False,False
RI***350Y,17,20.338960707187653,62217.72086253186,400.0,False,0,0.05084740176796913,17,1.0,False,False,False,False
RI***352Y,64,78.8479995727539,162169.48040425242,400.0,False,0,0.19711999893188475,64,1.0,False,False,False,False
RI***357Y,23,37.712845746427774,88555.50637585411,630.0,False,0,0.05986165991496472,23,1.0,False,False,False,False
RI***358Y,124,212.47199035063386,601798.9996359993,400.0,False,0,0.5311799758765846,99,1.2525252525252526,True,False,False,False
RI***362X,170,243.5774739831686,683308.0678365948,200.0,False,730,1.217887369915843,110,1.5454545454545454,True,False,False,False
RI***366Z,23,28.335999846458435,98726.02805498768,630.0,False,0,0.04497777753406101,23,1.0,False,False,False,False
RI***367Y,70,86.19021081924438,231032.9209606998,400.0,False,0,0.21547552704811096,81,0.8641975308641975,False,False,False,False
RI***368X,2,7.482972174882889,12494.767656851827,1000.0,False,0,0.007482972174882889,1,2.0,True,False,False,False
RI***388,8,9.855999946594238,22629.374946099466,1000.0,False,0,0.009855999946594238,9,0.8888888888888888,False,False,False,False
RI***389Z,123,151.5111048221588,433528.32979530166,630.0,False,0,0.24049381717802987,124,0.9919354838709677,False,False,False,False
RI***395Z,2,2.4639999866485596,6944.477047471355,200.0,True,0,0.012319999933242797,2,1.0,False,False,False,False
RI***396,24,29.567999839782715,100268.27244512347,200.0,False,0,0.14783999919891358,24,1.0,False,False,False,False
RI***4022,16,13.101119935512543,61952.532824939386,50.0,False,0,0.26202239871025085,18,0.8888888888888888,False,False,False,False
RI***4045,115,140.42197060585022,440571.14109282056,400.0,False,0,0.35105492651462555,115,1.0,False,False,False,False
RI***4046,1,1.2319999933242798,3477.868574308689,400.0,False,0,0.0030799999833106993,16,0.0625,True,False,False,False
RI***404X,31,37.687457263469696,124542.87247952886,400.0,False,0,0.09421864315867425,31,1.0,False,False,False,False
RI***4057,140,191.68442527204752,527813.8669983796,630.0,False,0,0.3042609924953135,148,0.9459459459459459,False,False,False,False
RI***4099,122,137.10486483573914,480448.8250429224,200.0,False,0,0.6855243241786957,131,0.9312977099236641,False,False,False,False
RI***409Z,183,221.52560091018677,665398.9984207661,200.0,False,123,1.107628004550934,190,0.9631578947368421,False,False,False,False
RI***4108,9,5.996520578861237,32080.650673593336,630.0,False,0,0.009518286633113073,11,0.8181818181818182,False,False,False,False
RI***410Y,122,358.1595236994326,720210.1900248481,630.0,False,0,0.5685071804752898,99,1.2323232323232323,True,False,False,False
RI***4119,107,153.4618712104857,488570.6945550621,200.0,False,0,0.7673093560524284,68,1.5735294117647058,True,False,False,False
RI***4150,13,16.015999913215637,42073.54125902114,50.0,False,0,0.32031999826431273,13,1.0,False,False,False,False
RI***416,26,23.857729323208332,112645.44067756695,50.0,False,0,0.47715458646416664,28,0.9285714285714286,False,False,False,False
RI***4163,117,142.98424637317657,316361.12501818547,630.0,False,0,0.22695912122726442,117,1.0,False,False,False,False
RI***4173,32,35.28603804111481,121356.7780456153,630.0,False,0,0.05600958419224573,93,0.34408602150537637,True,False,False,False
RI***4178,86,328.59438659623265,544273.6000284592,630.0,False,0,0.5215783914225915,73,1.178082191780822,False,False,False,False
RI***417X,31,38.08509624004364,115900.28953635656,100.0,False,0,0.3808509624004364,30,1.0333333333333334,False,False,False,False
RI***4190,78,199.9958745315671,432579.33392200095,400.0,False,0,0.4999896863289177,63,1.2380952380952381,True,False,False,False
RI***4207,75,92.39999949932098,283395.11426291475,630.0,False,0,0.14666666587193808,75,1.0,False,False,False,False
RI***421,101,130.86907196044922,357550.2552758233,400.0,False,0,0.32717267990112303,104,0.9711538461538461,False,False,False,False
RI***422,63,77.61599957942963,218027.06233829446,200.0,False,0,0.38807999789714814,70,0.9,False,False,False,False
RI***4224,6,7.367105603218079,19607.680097600285,400.0,False,0,0.018417764008045196,6,1.0,False,False,False,False
RI***4232,17,20.943999886512756,68607.90817353883,630.0,False,0,0.033244444264305964,17,1.0,False,False,False,False
RI***4234,46,69.5008020401001,199024.80897950917,400.0,False,0,0.17375200510025024,93,0.4946236559139785,True,False,False,False
RI***4240,17,16.40777099132538,58180.36594078888,50.0,False,0,0.3281554198265076,20,0.85,False,False,False,False
RI***4246,30,38.13599991798401,143309.75612943532,400.0,False,0,0.09533999979496002,30,1.0,False,False,False,False
RI***426,302,571.249670419842,1542883.2635294006,400.0,False,766,1.428124176049605,337,0.8961424332344213,False,False,False,False
RI***4277,17,20.844422459602356,56714.118345662675,50.0,False,0,0.4168884491920471,14,1.2142857142857142,True,False,False,False
RI***4294,13,10.457621693611145,50821.95313080384,630.0,False,0,0.016599399513668484,63,0.20634920634920634,True,False,False,False
RI***4332,1,1.2319999933242798,3126.1271884020575,50.0,False,0,0.024639999866485594,24,0.041666666666666664,True,False,False,False
RI***4338,8,29.144437856972218,50134.163207060796,630.0,False,0,0.04626101247138447,46,0.17391304347826086,True,False,False,False
RI***4347,2,2.4639999866485596,6944.477047471355,630.0,False,0,0.003911111089918349,24,0.08333333333333333,True,False,False,False
RI***439Y,108,108.56137174367905,404864.5139199112,400.0,False,0,0.2714034293591976,108,1.0,False,False,False,False
RI***443,93,87.41004920005798,374019.39573379187,400.0,False,0,0.21852512300014496,94,0.9893617021276596,False,False,False,False
RI***445X,98,120.73599934577942,403241.40032361966,400.0,False,0,0.3018399983644485,103,0.9514563106796117,False,False,False,False
RI***457,38,46.61684489250183,131274.80861672893,50.0,False,0,0.9323368978500366,40,0.95,False,False,False,False
RI***4624,49,53.19236612319946,157373.25304801832,1000.0,False,0,0.05319236612319946,82,0.5975609756097561,True,False,False,False
RI***470X,99,121.9679993391037,392286.496724311,630.0,False,0,0.19359999895095825,99,1.0,False,False,False,False
RI***471,63,77.61599957942963,257736.74652136848,400.0,False,0,0.19403999894857407,62,1.0161290322580645,False,False,False,False
RI***475,18,14.236261248588562,63482.02921139054,200.0,False,0,0.0711813062429428,19,0.9473684210526315,False,False,False,False
RI***481Z,24,29.567999839782715,101864.7889636228,200.0,False,0,0.14783999919891358,25,0.96,False,False,False,False
RI***483,166,180.41718876361847,676666.608901114,200.0,False,0,0.9020859438180924,153,1.0849673202614378,False,False,False,False
RI***486Y,57,46.3380743265152,229345.84463424547,400.0,False,0,0.115845185816288,64,0.890625,False,False,False,False
RI***487Z,49,40.46146911382675,200688.03975480923,400.0,False,0,0.10115367278456688,62,0.7903225806451613,True,False,False,False
RI***490X,159,244.69200384616852,723176.3971992941,630.0,False,0,0.3884000061050294,140,1.1357142857142857,False,False,False,False
RI***493Z,46,61.37600016593933,165890.3049383426,400.0,False,0,0.15344000041484832,41,1.1219512195121952,False,False,False,False
RI***494X,28,25.434534430503845,101168.42380574354,200.0,False,0,0.12717267215251923,26,1.0769230769230769,False,False,False,False
RI***496Y,141,170.7032653093338,581082.1565903645,400.0,False,0,0.4267581632733345,141,1.0,False,False,False,False
RI***500Y,2,2.4639999866485596,4040.7959984002955,200.0,True,0,0.012319999933242797,2,1.0,False,False,False,False
RI***501X,34,31.98221120610833,157956.06589579218,100.0,False,0,0.3198221120610833,33,1.0303030303030303,False,False,False,False
RI***513X,52,62.21403795480728,216389.71421487472,200.0,False,0,0.3110701897740364,54,0.9629629629629629,False,False,False,False
RI***513Z,53,64.73838639259338,161674.44928323987,200.0,False,0,0.3236919319629669,131,0.40458015267175573,True,False,False,False
RI***525X,2,7.352000117301941,13616.861648066952,630.0,False,0,0.011669841456034826,2,1.0,False,False,False,False
RI***526,6,3.9387015104293823,21013.2500175981,50.0,False,0,0.07877403020858764,6,1.0,False,False,False,False
RI***531X,72,94.58400011062622,279503.71399583865,400.0,False,0,0.23646000027656555,74,0.972972972972973,False,False,False,False
RI***534Z,54,65.87922263145447,218690.52742673756,400.0,False,0,0.16469805657863618,54,1.0,False,False,False,False
RI***535Y,51,62.83199965953827,170600.81440537045,630.0,False,0,0.09973333279291789,52,0.9807692307692307,False,False,False,False
RI***537X,32,37.40480762720108,115238.26457750186,200.0,False,0,0.1870240381360054,52,0.6153846153846154,True,False,False,False
RI***544X,98,120.73599934577942,373009.0057857275,200.0,False,0,0.603679996728897,96,1.0208333333333333,False,False,False,False
RI***548X,45,44.53837490081787,175630.91627336942,100.0,False,0,0.44538374900817873,48,0.9375,False,False,False,False
RI***549Y,105,129.35999929904938,450066.07196491363,400.0,False,0,0.32339999824762344,105,1.0,False,False,False,False
RI***550Y,47,57.29987972974777,178155.41882699006,200.0,False,0,0.28649939864873886,47,1.0,False,False,False,False
RI***551X,22,26.536513090133667,72974.1391888352,400.0,False,0,0.06634128272533417,21,1.0476190476190477,False,False,False,False
RI***551Y,22,27.004422426223755,83620.6477859838,100.0,False,0,0.27004422426223756,22,1.0,False,False,False,False
RI***553X,43,52.97599971294403,193628.5845668901,200.0,False,0,0.26487999856472016,43,1.0,False,False,False,False
RI***554,52,42.47029131650925,211438.92450734085,50.0,False,0,0.8494058263301849,57,0.9122807017543859,False,False,False,False
RI***557X,157,231.01482719182968,700739.8563328057,200.0,False,730,1.1550741359591483,138,1.1376811594202898,False,False,False,False
RI***558Y,110,174.96198668330908,511001.75909524685,200.0,False,0,0.8748099334165453,84,1.3095238095238095,True,False,False,False
RI***563,136,162.9000546336174,357686.9002502365,400.0,False,0,0.4072501365840435,136,1.0,False,False,False,False
RI***569,32,46.324222818017006,143893.2493325165,50.0,False,0,0.9264844563603402,28,1.1428571428571428,False,False,False,False
RI***571X,51,58.214389741420746,195737.66177592365,50.0,False,708,1.164287794828415,51,1.0,False,False,False,False
RI***574,12,14.783999919891357,44477.307509918945,200.0,False,0,0.07391999959945679,12,1.0,False,False,False,False
RI***586,134,165.0879991054535,608147.6310091388,400.0,False,0,0.4127199977636337,134,1.0,False,False,False,False
RI***586Z,63,99.36701369285583,260614.74006697204,630.0,False,0,0.15772541856008862,57,1.105263157894737,False,False,False,False
RI***592Y,76,90.52653950452805,278887.59401024086,200.0,False,0,0.45263269752264024,76,1.0,False,False,False,False
RI***599Y,59,64.90471744537354,166029.2796363645,200.0,False,0,0.3245235872268677,58,1.0172413793103448,False,False,False,False
RI***600X,68,78.2224571108818,292218.7994529024,50.0,False,2761,1.564449142217636,46,1.4782608695652173,True,False,False,False
RI***603,117,144.14399921894073,408919.587238312,630.0,False,0,0.2287999987602234,117,1.0,False,False,False,False
RI***603Z,46,56.04298537969589,175326.26352485962,200.0,False,0,0.2802149268984795,46,1.0,False,False,False,False
RI***604,106,130.59199929237366,371066.44752325065,630.0,False,0,0.20728888776567247,106,1.0,False,False,False,False
RI***607Z,1,0.626960813999176,3315.3471525214745,400.0,False,0,0.0015674020349979402,1,1.0,False,False,False,False
RI***611X,8,9.806211233139038,26807.099114880504,100.0,False,0,0.09806211233139038,8,1.0,False,False,False,False
RI***618Y,54,44.3292521238327,217730.0475739009,100.0,False,0,0.443292521238327,68,0.7941176470588235,True,False,False,False
RI***619Y,89,73.37756603956223,368665.60436227534,100.0,False,0,0.7337756603956223,91,0.978021978021978,False,False,False,False
RI***623,125,153.99999916553497,369678.6450951452,400.0,False,0,0.38499999791383743,125,1.0,False,False,False,False
RI***623X,30,36.86042237281799,106969.54319405995,50.0,False,0,0.7372084474563598,32,0.9375,False,False,False,False
