k,n_bldg,peak_kw,annual_kwh,designed_kva,kva_imputed,overload_hours,utilisation,assigned_dwellings,archetype_to_assignment_ratio,audit_count_reconciliation,audit_extreme_utilisation,audit_large_catchment,requires_asset_audit
AS***223X,114,137.36989158391953,453801.0812492602,630.0,False,0,0.21804744695860243,119,0.957983193277311,False,False,False,False
AS***225Z,21,25.871999859809875,88531.01090922198,400.0,False,0,0.06467999964952469,21,1.0,False,False,False,False
AS***227,198,241.57155072689056,746019.4773832483,400.0,False,0,0.6039288768172264,198,1.0,False,False,False,False
AS***227Z,100,123.19999933242798,419322.071473844,200.0,False,0,0.6159999966621399,107,0.9345794392523364,False,False,False,False
AS***231Y,28,66.7420964539051,149091.8625823849,200.0,False,0,0.33371048226952554,55,0.509090909090909,True,False,False,False
AS***234Z,24,74.94353412464261,138201.29414814292,630.0,False,0,0.1189579906740359,31,0.7741935483870968,True,False,False,False
AS***237,40,37.86925011873245,170159.3847907127,400.0,False,0,0.09467312529683113,41,0.975609756097561,False,False,False,False
AS***244Y,42,51.69421100616455,148981.319306213,200.0,False,0,0.25847105503082274,61,0.6885245901639344,True,False,False,False
AS***244Z,146,179.87199902534485,617924.6889003024,630.0,False,0,0.28551110956403947,146,1.0,False,False,False,False
AS***253X,31,37.687457263469696,128746.52443424298,200.0,False,0,0.1884372863173485,31,1.0,False,False,False,False
AS***254,20,30.465750008821487,92047.52666575892,50.0,False,0,0.6093150001764297,17,1.1764705882352942,False,False,False,False
AS***254Z,23,19.310459554195404,95186.35325127235,100.0,False,0,0.19310459554195403,25,0.92,False,False,False,False
AS***256,23,19.151338696479797,90830.72889786916,50.0,False,0,0.38302677392959594,27,0.8518518518518519,False,False,False,False
AS***256Z,29,35.727999806404114,97817.98280761234,400.0,False,0,0.08931999951601029,29,1.0,False,False,False,False
AS***271,97,113.94101577997208,346729.82150322583,400.0,False,0,0.28485253944993016,101,0.9603960396039604,False,False,False,False
AS***275X,173,188.49331432580948,669738.5640007909,400.0,False,0,0.4712332858145237,175,0.9885714285714285,False,False,False,False
AS***276X,82,101.02399945259094,376585.9183634992,400.0,False,0,0.2525599986314774,82,1.0,False,False,False,False
AS***277Z,30,29.14453786611557,117916.95210521782,50.0,False,0,0.5828907573223114,34,0.8823529411764706,False,False,False,False
AS***279,113,139.21599924564362,395426.6034049825,200.0,False,0,0.696079996228218,113,1.0,False,False,False,False
AS***281X,96,104.15335422754288,350561.9538599078,400.0,False,0,0.2603833855688572,96,1.0,False,False,False,False
AS***283,111,431.560486394912,712357.0321188602,200.0,False,730,2.15780243197456,90,1.2333333333333334,True,False,False,False
AS***286,226,212.736494243145,868675.9371721433,400.0,False,0,0.5318412356078625,227,0.9955947136563876,False,False,False,False
AS***293,46,66.81397557258606,180744.60161840182,400.0,False,0,0.16703493893146515,50,0.92,False,False,False,False
AS***295X,41,38.41984695196152,157047.96550317493,200.0,False,0,0.19209923475980759,47,0.8723404255319149,False,False,False,False
AS***297Z,91,112.11199939250946,317747.38978888025,400.0,False,0,0.28027999848127366,91,1.0,False,False,False,False
AS***299X,17,15.326424241065979,65529.68805479599,50.0,False,0,0.30652848482131956,20,0.85,False,False,False,False
AS***305Z,4,5.498960912227631,15483.635764502893,200.0,False,0,0.027494804561138154,3,1.3333333333333333,True,False,False,False
AS***318,4,2.6847798824310303,14382.691559453575,200.0,False,0,0.013423899412155152,4,1.0,False,False,False,False
AS***321X,9,8.239740669727325,31434.982558463944,100.0,False,0,0.08239740669727326,10,0.9,False,False,False,False
AS***324,127,156.46399915218353,548330.7454466776,400.0,False,0,0.39115999788045885,128,0.9921875,False,False,False,False
AS***326,162,199.58399891853333,691006.1506388189,400.0,False,0,0.49895999729633334,162,1.0,False,False,False,False
AS***332Y,89,103.59042292833328,394400.9607922918,200.0,False,0,0.5179521146416665,106,0.839622641509434,False,False,False,False
AS***338,93,87.81246554851532,366230.8959265681,400.0,False,0,0.2195311638712883,105,0.8857142857142857,False,False,False,False
AS***348X,18,16.118423402309418,75656.1822437695,50.0,False,0,0.32236846804618835,22,0.8181818181818182,False,False,False,False
AS***354X,80,96.9218185544014,275683.497326275,1000.0,False,0,0.09692181855440139,80,1.0,False,False,False,False
AS***356X,25,22.60992854833603,96413.92956056443,50.0,False,0,0.45219857096672056,33,0.7575757575757576,True,False,False,False
AS***360Z,126,152.44582444429398,455083.114851457,400.0,False,0,0.38111456111073494,126,1.0,False,False,False,False
AS***361Z,102,133.38372832536697,389359.6759231783,200.0,False,0,0.6669186416268349,105,0.9714285714285714,False,False,False,False
AS***367Y,101,152.51060991361737,469364.8618336521,400.0,False,0,0.38127652478404345,65,1.5538461538461539,True,False,False,False
AS***373Z,6,5.372807800769806,23483.016605546967,200.0,False,0,0.026864039003849028,6,1.0,False,False,False,False
AS***374Y,55,67.75999963283539,209796.38790880403,200.0,False,0,0.33879999816417694,59,0.9322033898305084,False,False,False,False
AS***381Z,15,16.236779808998108,59144.76467985289,400.0,False,0,0.04059194952249527,15,1.0,False,False,False,False
AS***387,126,150.51186352968216,409123.74398315616,200.0,True,0,0.7525593176484108,126,1.0,False,False,False,False
AS***389,30,54.60000157356262,98848.33406647125,400.0,False,0,0.13650000393390654,43,0.6976744186046512,True,False,False,False
AS***390,300,398.31830072402954,1311116.8006191123,630.0,False,0,0.632251270990523,297,1.0101010101010102,False,False,False,False
AS***395,24,29.088351666927338,97125.2156109263,200.0,False,0,0.14544175833463668,27,0.8888888888888888,False,False,False,False
AS***397Z,6,22.274414729326963,38429.79158312723,630.0,False,0,0.03535621385607454,5,1.2,False,False,False,False
AS***4008,1,1.2319999933242798,2378.450345089591,200.0,True,0,0.006159999966621399,1,1.0,False,False,False,False
AS***4022,2,2.4639999866485596,8264.620595340568,50.0,False,0,0.04927999973297119,2,1.0,False,False,False,False
AS***403,293,359.7136172056198,1417794.3616964298,630.0,False,0,0.5709739955644759,293,1.0,False,False,False,False
AS***4030,91,75.23652684688568,375196.23925189476,50.0,False,4601,1.5047305369377135,97,0.9381443298969072,False,False,False,False
AS***4033,63,72.25808936357498,251591.25107001187,50.0,False,2007,1.4451617872714997,72,0.875,False,False,False,False
AS***4039,1,0.7175137400627136,3963.463602933017,100.0,False,0,0.007175137400627136,2,0.5,True,False,False,False
AS***4049,32,38.894562900066376,128644.64363134382,200.0,False,0,0.19447281450033188,33,0.9696969696969697,False,False,False,False
AS***4114,31,38.19199979305267,101593.7255301109,400.0,False,0,0.09547999948263168,32,0.96875,False,False,False,False
AS***4122,52,63.41009098291397,200375.07495024582,400.0,False,0,0.15852522745728492,55,0.9454545454545454,False,False,False,False
AS***412X,6,4.543740689754486,20911.29649055945,50.0,False,0,0.09087481379508972,6,1.0,False,False,False,False
AS***412Y,9,8.239740669727325,31434.982558463944,200.0,False,0,0.04119870334863663,12,0.75,True,False,False,False
AS***4137,212,864.8759741559625,1442274.259830856,400.0,False,730,2.162189935389906,164,1.2926829268292683,True,False,False,False
AS***4149,49,60.36799967288971,223498.43118987727,400.0,False,0,0.15091999918222426,52,0.9423076923076923,False,False,False,False
AS***417Z,1,1.2319999933242798,2126.134301783375,200.0,True,0,0.006159999966621399,1,1.0,False,False,False,False
AS***4189,40,48.700774133205414,155451.5512753376,400.0,False,0,0.12175193533301354,47,0.851063829787234,False,False,False,False
AS***4207,68,63.95189385488629,316761.4489312093,50.0,False,2880,1.2790378770977258,73,0.9315068493150684,False,False,False,False
AS***4213,3,3.6711056232452393,10305.854948728935,100.0,False,0,0.03671105623245239,3,1.0,False,False,False,False
AS***421X,81,98.68333697319031,318176.3924360195,100.0,False,0,0.986833369731903,89,0.9101123595505618,False,False,False,False
AS***4231,16,24.416000366210938,66237.51894705606,200.0,False,0,0.12208000183105469,16,1.0,False,False,False,False
AS***4292,16,22.896421760320663,74064.72928468775,400.0,False,0,0.057241054400801655,37,0.43243243243243246,True,False,False,False
AS***4313,13,16.015999913215637,48644.333245395916,400.0,False,0,0.04003999978303909,13,1.0,False,False,False,False
AS***4329,81,94.23362123966217,359626.78947670746,1000.0,False,0,0.09423362123966217,85,0.9529411764705882,False,False,False,False
AS***432X,25,30.700422406196594,93807.23752536165,100.0,False,0,0.3070042240619659,30,0.8333333333333334,False,False,False,False
AS***435,4,7.28000020980835,19559.77769928316,400.0,False,0,0.018200000524520876,3,1.3333333333333333,True,False,False,False
AS***437X,23,28.261316776275635,87341.16203746361,100.0,False,0,0.28261316776275636,27,0.8518518518518519,False,False,False,False
AS***4384,18,15.44633960723877,70352.6196864869,200.0,False,0,0.07723169803619384,23,0.782608695652174,True,False,False,False
AS***438Y,69,85.0079995393753,282593.05413387716,400.0,False,0,0.21251999884843825,73,0.9452054794520548,False,False,False,False
AS***445Y,45,54.86077409982681,173794.83029932,100.0,False,0,0.5486077409982681,42,1.0714285714285714,False,False,False,False
AS***446Z,32,31.760882753878832,163994.6571833797,50.0,False,0,0.6352176550775767,33,0.9696969696969697,False,False,False,False
AS***4509,16,14.0944242477417,63098.874462145206,50.0,False,0,0.281888484954834,22,0.7272727272727273,True,False,False,False
AS***451Y,97,119.45421063899994,399452.7575160302,400.0,False,0,0.29863552659749987,104,0.9326923076923077,False,False,False,False
AS***4597,48,58.52951407432556,172262.31388503237,630.0,False,0,0.09290399059416755,92,0.5217391304347826,True,False,False,False
AS***466Y,65,80.07999956607819,286807.5580280828,200.0,False,0,0.40039999783039093,65,1.0,False,False,False,False
AS***467X,33,46.107133377343416,149999.0776605126,200.0,False,0,0.2305356668867171,33,1.0,False,False,False,False
AS***470Z,135,164.96239304542542,512143.8507473209,50.0,False,4196,3.2992478609085083,149,0.9060402684563759,False,False,False,False
AS***472X,142,162.90906405448914,609438.3509279682,630.0,False,0,0.2585858159595066,142,1.0,False,False,False,False
AS***476Z,68,273.9991300627589,453952.0906547623,630.0,False,0,0.4349192540678713,85,0.8,False,False,False,False
AS***478Z,156,192.11731588840485,513060.64620931575,400.0,False,0,0.4802932897210121,156,1.0,False,False,False,False
AS***480X,18,19.274288833141327,60988.63492445063,50.0,False,0,0.3854857766628265,20,0.9,False,False,False,False
AS***495X,20,67.2770619019866,120161.51689934346,1000.0,False,0,0.0672770619019866,21,0.9523809523809523,False,False,False,False
AS***506Z,48,185.348539467901,312089.8181975399,200.0,True,0,0.926742697339505,64,0.75,True,False,False,False
AS***507,4,2.987485349178314,16524.33220508194,200.0,False,0,0.014937426745891571,4,1.0,False,False,False,False
AS***508,12,10.573323369026184,44375.82978233744,50.0,False,0,0.2114664673805237,16,0.75,True,False,False,False
AS***508X,3,2.1242703795433044,11549.360935492648,100.0,False,0,0.021242703795433044,3,1.0,False,False,False,False
AS***539X,117,96.64205107837915,492832.94395213854,400.0,False,0,0.24160512769594789,121,0.9669421487603306,False,False,False,False
AS***541X,9,8.239740669727325,31434.982558463944,100.0,False,0,0.08239740669727326,10,0.9,False,False,False,False
AS***546X,20,58.77263557910919,117712.50212789807,100.0,False,0,0.5877263557910919,17,1.1764705882352942,False,False,False,False
AS***556,152,187.98674696683884,552031.5806297325,400.0,False,0,0.4699668674170971,155,0.9806451612903225,False,False,False,False
AS***569Y,32,31.6548657938838,151083.8588103106,50.0,False,0,0.633097315877676,33,0.9696969696969697,False,False,False,False
AS***570,4,2.6847798824310303,14382.691559453575,200.0,False,0,0.013423899412155152,4,1.0,False,False,False,False
AS***575,3,3.6711056232452393,10305.854948728935,50.0,False,0,0.07342211246490478,3,1.0,False,False,False,False
AS***575Y,82,99.9418608546257,375032.77928839246,200.0,False,0,0.4997093042731285,86,0.9534883720930233,False,False,False,False
AS***588,4,4.927999973297119,15405.480729859262,200.0,False,0,0.024639999866485594,4,1.0,False,False,False,False
AS***603,62,73.50506538152695,253350.6696705293,200.0,False,0,0.36752532690763473,67,0.9253731343283582,False,False,False,False
AS***622Y,82,70.42885333299637,329445.0533278922,200.0,False,0,0.35214426666498183,89,0.9213483146067416,False,False,False,False
AS***630X,23,23.56375516951084,101579.77338734106,630.0,False,0,0.03740278598335054,23,1.0,False,False,False,False
AS***632X,53,65.29599964618683,232539.5311167148,50.0,False,1491,1.3059199929237366,57,0.9298245614035088,False,False,False,False
AS***637X,23,25.329171001911163,72472.72224128878,50.0,False,0,0.5065834200382233,31,0.7419354838709677,True,False,False,False
AS***650Y,71,87.47199952602386,311146.55987946223,200.0,False,0,0.43735999763011935,74,0.9594594594594594,False,False,False,False
AS***653X,45,55.43999969959259,119059.14823061586,400.0,False,0,0.13859999924898148,45,1.0,False,False,False,False
AS***669Z,40,40.77216398715973,146402.39220458906,400.0,False,0,0.10193040996789932,43,0.9302325581395349,False,False,False,False
AS***678,9,11.038211226463318,29907.165877208718,50.0,False,0,0.22076422452926636,14,0.6428571428571429,True,False,False,False
AS***678Y,47,56.82186108827591,196267.23428659074,200.0,False,0,0.2841093054413795,47,1.0,False,False,False,False
AS***679X,9,6.873590290546417,38309.71894307138,50.0,False,0,0.13747180581092835,15,0.6,True,False,False,False
AS***679Y,54,66.52799963951111,222086.61436619388,200.0,False,0,0.3326399981975555,54,1.0,False,False,False,False
AS***681X,25,30.750211119651794,94244.01923228128,100.0,False,0,0.30750211119651794,25,1.0,False,False,False,False
AS***694Z,1,1.2319999933242798,2378.450345089591,630.0,False,0,0.0019555555449591745,1,1.0,False,False,False,False
AS***696Z,9,8.239740669727325,30537.524759098793,400.0,False,0,0.020599351674318315,9,1.0,False,False,False,False
AS***697Z,104,127.51797205209732,356282.9766204634,400.0,False,0,0.3187949301302433,104,1.0,False,False,False,False
AS***701Y,22,30.875513315200806,101095.81014023839,100.0,False,0,0.30875513315200803,18,1.2222222222222223,True,False,False,False
AS***703Y,75,89.55174022912979,331042.6677838492,100.0,False,0,0.895517402291298,80,0.9375,False,False,False,False
AS***704,57,48.449820935726166,231401.15637439676,50.0,False,0,0.9689964187145234,69,0.8260869565217391,False,False,False,False
AS***707X,19,20.78205245733261,66433.26890960721,50.0,False,0,0.41564104914665223,24,0.7916666666666666,True,False,False,False
AS***710,19,20.506288826465607,64055.92545663395,100.0,False,0,0.20506288826465607,22,0.8636363636363636,False,False,False,False
AS***710Z,40,48.700774133205414,156184.1499787359,200.0,False,0,0.24350387066602708,41,0.975609756097561,False,False,False,False
AS***718,131,150.41112875938416,503180.75494279526,1000.0,False,0,0.15041112875938414,132,0.9924242424242424,False,False,False,False
AS***719X,44,39.319057285785675,182094.1416930854,400.0,False,0,0.09829764321446419,44,1.0,False,False,False,False
AS***720Y,83,75.47778594493866,343915.3162821433,200.0,False,0,0.3773889297246933,79,1.0506329113924051,False,False,False,False
AS***722Z,30,36.95177511101979,85100.81658931778,400.0,False,0,0.09237943777754948,30,1.0,False,False,False,False
AS***723X,95,96.03762727975845,425956.44755435636,100.0,False,0,0.9603762727975845,103,0.9223300970873787,False,False,False,False
